j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Calyrex-Shadow,Incineroar,Indeedee-F,Sneasler,Torkoal,Zamazenta-*,Calyrex-Shadow,Chien-Pao,Dondozo,Incineroar,Whimsicott,Zamazenta-*,Indeedee-F,Sneasler,Calyrex-Shadow,Whimsicott
Brute Bonnet,Calyrex-Shadow,Farigiraf,Koraidon,Landorus,Whimsicott,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Landorus,Whimsicott,Brute Bonnet,Flutter Mane
Archaludon,Calyrex-Shadow,Kyogre,Poliwrath,Raichu,Wo-Chien,Calyrex-Ice,Incineroar,Landorus,Miraidon,Ninetales-Alola,Sneasler,Calyrex-Shadow,Kyogre,Miraidon,Ninetales-Alola
Calyrex-Shadow,Chien-Pao,Incineroar,Raging Bolt,Urshifu-*,Zamazenta-*,Calyrex-Shadow,Exeggutor-Alola,Groudon,Iron Leaves,Torkoal,Walking Wake,Calyrex-Shadow,Incineroar,Groudon,Walking Wake
Alcremie-Rainbow-Swirl,Arboliva,Krookodile,Quaquaval,Salamence,Skeledirge,Annihilape,Arcanine,Articuno-Galar,Calyrex-Shadow,Miraidon,Whimsicott,Alcremie-Rainbow-Swirl,Quaquaval,Arcanine,Whimsicott
Calyrex-Shadow,Chien-Pao,Incineroar,Raging Bolt,Urshifu-*,Zamazenta-*,Flutter Mane,Great Tusk,Incineroar,Koraidon,Lilligant,Torkoal,Calyrex-Shadow,Incineroar,Great Tusk,Incineroar
Incineroar,Kyogre,Landorus,Lunala,Tornadus,Zoroark-Hisui,Incineroar,Koraidon,Raging Bolt,Rillaboom,Tornadus,Zacian-*,Incineroar,Tornadus,Incineroar,Tornadus
Amoonguss,Armarouge,Dialga-Origin,Iron Hands,Lunala,Ursaluna,Calyrex-Ice,Chi-Yu,Flutter Mane,Groudon,Jumpluff,Raging Bolt,Amoonguss,Armarouge,Chi-Yu,Flutter Mane
Amoonguss,Calyrex-Shadow,Incineroar,Rillaboom,Terapagos,Urshifu-*,Basculegion,Incineroar,Kyogre,Roaring Moon,Scizor,Zacian-*,Amoonguss,Calyrex-Shadow,Kyogre,Roaring Moon
Amoonguss,Calyrex-Shadow,Incineroar,Kyogre,Landorus,Urshifu-*,Calyrex-Shadow,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Kyogre,Urshifu-Rapid-Strike,Calyrex-Shadow,Smeargle
Cetitan,Chi-Yu,Hawlucha,Klefki,Ninetales-Alola,Ursaluna,Electivire,Incineroar,Lunala,Regieleki,Rillaboom,Zacian-*,Cetitan,Klefki,Rillaboom,Zacian-Crowned
Amoonguss,Calyrex-Shadow,Incineroar,Rillaboom,Terapagos,Urshifu-*,Amoonguss,Chi-Yu,Ho-Oh,Koraidon,Scream Tail,Venusaur,Calyrex-Shadow,Terapagos,Amoonguss,Chi-Yu
Amoonguss,Calyrex-Shadow,Incineroar,Kyogre,Landorus,Urshifu-*,Corviknight,Kyogre,Lugia,Maushold-Four,Mudsdale,Regieleki,Landorus,Urshifu-Rapid-Strike,Corviknight,Regieleki
Amoonguss,Eternatus,Glimmora,Lunala,Ogerpon-Wellspring,Ting-Lu,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Eternatus,Glimmora,Flutter Mane,Koraidon
Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Incineroar,Iron Treads,Miraidon,Sinistcha,Terapagos,Urshifu-*,Incineroar,Urshifu-Rapid-Strike,Miraidon,Terapagos
Calyrex-Ice,Grimmsnarl,Incineroar,Landorus,Miraidon,Urshifu-*,Calyrex-Shadow,Ceruledge,Iron Valiant,Mimikyu,Miraidon,Ursaluna,Calyrex-Ice,Incineroar,Ceruledge,Mimikyu
Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Raging Bolt,Whimsicott,Calyrex-Ice,Chesnaught,Incineroar,Indeedee-F,Iron Hands,Miraidon,Calyrex-Shadow,Incineroar,Indeedee-F,Miraidon
Calyrex-Shadow,Incineroar,Koraidon,Lilligant-Hisui,Raging Bolt,Rillaboom,Calyrex-Ice,Indeedee-F,Lunala,Smeargle,Torkoal,Urshifu-*,Calyrex-Shadow,Incineroar,Indeedee-F,Lunala
Calyrex-Shadow,Chien-Pao,Farigiraf,Ogerpon-Cornerstone,Raging Bolt,Zamazenta-*,Calyrex-Ice,Iron Hands,Iron Valiant,Landorus,Miraidon,Torkoal,Chien-Pao,Farigiraf,Iron Valiant,Miraidon
Amoonguss,Calyrex-Shadow,Incineroar,Tornadus,Urshifu-*,Zamazenta-*,Calyrex-Ice,Grimmsnarl,Incineroar,Landorus,Miraidon,Urshifu-*,Calyrex-Shadow,Zamazenta-Crowned,Grimmsnarl,Landorus
Calyrex-Shadow,Incineroar,Koraidon,Lilligant-Hisui,Raging Bolt,Rillaboom,Amoonguss,Dusknoir,Incineroar,Kyurem,Lunala,Rillaboom,Calyrex-Shadow,Koraidon,Amoonguss,Incineroar
Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Calyrex-Ice,Grimmsnarl,Incineroar,Landorus,Miraidon,Urshifu-*,Incineroar,Lunala,Grimmsnarl,Landorus
Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Abomasnow,Articuno,Calyrex-Ice,Incineroar,Iron Bundle,Miraidon,Incineroar,Koraidon,Abomasnow,Miraidon
Calyrex-Ice,Farigiraf,Incineroar,Iron Hands,Miraidon,Ogerpon,Calyrex-Ice,Indeedee-F,Mewtwo,Pachirisu,Scrafty,Torkoal,Calyrex-Ice,Incineroar,Calyrex-Ice,Indeedee-F
Archaludon,Calyrex-Shadow,Kyogre,Poliwrath,Raichu,Wo-Chien,Giratina-Origin,Incineroar,Ogerpon-Cornerstone,Urshifu-*,Whimsicott,Zacian-*,Calyrex-Shadow,Kyogre,Ogerpon-Cornerstone,Zacian-Crowned
Brute Bonnet,Calyrex-Shadow,Chi-Yu,Koraidon,Walking Wake,Weezing-Galar,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Calyrex-Shadow,Weezing-Galar,Brute Bonnet,Flutter Mane
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Shadow,Clefairy,Rayquaza,Smeargle,Tornadus,Urshifu-*,Urshifu-Rapid-Strike,Whimsicott,Calyrex-Shadow,Clefairy
Crawdaunt,Espeon,Flygon,Hitmonlee,Orthworm,Slowbro-Galar,Breloom,Drifblim,Hawlucha,Hydreigon,Magmortar,Magnezone,Crawdaunt,Espeon,Breloom,Magmortar
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Amoonguss,Calyrex-Shadow,Chi-Yu,Chien-Pao,Ogerpon-Cornerstone,Zamazenta-*,Brute Bonnet,Chi-Yu,Chien-Pao,Zamazenta-Crowned
Breloom,Drifblim,Hawlucha,Hydreigon,Magmortar,Magnezone,Crawdaunt,Espeon,Flygon,Hitmonlee,Orthworm,Slowbro-Galar,Magmortar,Magnezone,Crawdaunt,Orthworm
Calyrex-Ice,Illumise,Indeedee-F,Kyogre,Ursaluna,Urshifu-*,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Calyrex-Ice,Illumise,Miraidon,Urshifu-Rapid-Strike
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Chien-Pao,Kyogre,Rillaboom,Tornadus,Urshifu-*,Zamazenta-*,Brute Bonnet,Flutter Mane,Chien-Pao,Tornadus
Archaludon,Calyrex-Shadow,Kyogre,Rillaboom,Urshifu-*,Whimsicott,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Kyogre,Whimsicott,Brute Bonnet,Koraidon
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Whimsicott,Lunala,Miraidon,Miraidon,Whimsicott
Flutter Mane,Groudon,Kyogre,Raging Bolt,Slither Wing,Wo-Chien,Farigiraf,Incineroar,Kyogre,Rillaboom,Whimsicott,Zacian-*,Flutter Mane,Slither Wing,Whimsicott,Zacian-Crowned
Calyrex-Ice,Farigiraf,Incineroar,Iron Hands,Miraidon,Ogerpon,Incineroar,Iron Treads,Miraidon,Sinistcha,Terapagos,Urshifu-*,Calyrex-Ice,Incineroar,Iron Treads,Terapagos
Chien-Pao,Grimmsnarl,Iron Hands,Miraidon,Volcarona,Zamazenta-*,Clefairy,Incineroar,Miraidon,Sneasler,Terapagos,Urshifu-*,Grimmsnarl,Volcarona,Miraidon,Terapagos
Flamigo,Latias,Medicham,Muk-Alola,Sableye,Smeargle,Incineroar,Kyogre,Rillaboom,Tornadus,Urshifu-*,Zacian-*,Muk-Alola,Smeargle,Incineroar,Tornadus
Brute Bonnet,Chien-Pao,Koraidon,Reshiram,Walking Wake,Whimsicott,Chien-Pao,Grimmsnarl,Iron Hands,Miraidon,Volcarona,Zamazenta-*,Brute Bonnet,Chien-Pao,Grimmsnarl,Miraidon
Brute Bonnet,Chi-Yu,Lunala,Rayquaza,Ursaluna,Urshifu-*,Brute Bonnet,Iron Hands,Miraidon,Talonflame,Tentacruel,Zamazenta-*,Chi-Yu,Rayquaza,Miraidon,Tentacruel
Brute Bonnet,Chi-Yu,Lunala,Rayquaza,Ursaluna,Urshifu-*,Calyrex-Ice,Ditto,Indeedee-F,Lunala,Ursaluna,Urshifu-*,Brute Bonnet,Rayquaza,Calyrex-Ice,Urshifu-Rapid-Strike
Brute Bonnet,Iron Hands,Kyogre,Lunala,Rillaboom,Urshifu-*,Farigiraf,Groudon,Iron Hands,Reshiram,Walking Wake,Whimsicott,Lunala,Urshifu-Rapid-Strike,Groudon,Reshiram
Basculegion,Grimmsnarl,Kyogre,Miraidon,Ogerpon-Hearthflame,Whimsicott,Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Ogerpon-Wellspring,Scream Tail,Basculegion,Kyogre,Flutter Mane,Ogerpon-Wellspring
Brute Bonnet,Groudon,Incineroar,Kyurem-White,Sneasler,Victreebel,Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Ogerpon-Wellspring,Scream Tail,Groudon,Victreebel,Flutter Mane,Koraidon
Brute Bonnet,Groudon,Incineroar,Kyurem-White,Sneasler,Victreebel,Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Ogerpon-Wellspring,Scream Tail,Groudon,Victreebel,Flutter Mane,Koraidon
Flutter Mane,Gouging Fire,Incineroar,Indeedee-F,Koraidon,Lunala,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Koraidon,Annihilape,Dragonite
Calyrex-Ice,Chi-Yu,Flutter Mane,Iron Hands,Koraidon,Whimsicott,Brute Bonnet,Calyrex-Shadow,Chi-Yu,Flutter Mane,Incineroar,Koraidon,Koraidon,Whimsicott,Brute Bonnet,Koraidon
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Golurk,Incineroar,Lunala,Miraidon,Urshifu-*,Whimsicott,Annihilape,Dragonite,Incineroar,Lunala
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Calyrex-Shadow,Farigiraf,Incineroar,Miraidon,Urshifu-*,Whimsicott,Koraidon,Lunala,Incineroar,Miraidon
Calyrex-Shadow,Incineroar,Rillaboom,Smeargle,Volcarona,Zamazenta-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Shadow,Incineroar,Annihilape,Dragonite
Chesnaught,Garchomp,Ho-Oh,Lunala,Slowbro,Tyranitar,Amoonguss,Calyrex-Shadow,Incineroar,Kyogre,Landorus,Urshifu-*,Garchomp,Tyranitar,Kyogre,Urshifu-Rapid-Strike
Flutter Mane,Groudon,Kyogre,Raging Bolt,Slither Wing,Wo-Chien,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Groudon,Dragonite,Rillaboom
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Annihilape,Dragonite,Chi-Yu,Koraidon
Amoonguss,Calyrex-Shadow,Incineroar,Ogerpon-Cornerstone,Rillaboom,Terapagos,Amoonguss,Calyrex-Shadow,Incineroar,Kyogre,Landorus,Urshifu-*,Amoonguss,Terapagos,Kyogre,Landorus
Calyrex-Ice,Farigiraf,Incineroar,Iron Valiant,Landorus,Miraidon,Araquanid,Brute Bonnet,Calyrex-Ice,Indeedee-F,Necrozma-Dawn-Wings,Torkoal,Farigiraf,Miraidon,Calyrex-Ice,Indeedee-F
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Amoonguss,Calyrex-Shadow,Chien-Pao,Raging Bolt,Rillaboom,Zamazenta-*,Chien-Pao,Dragonite,Amoonguss,Zamazenta-Crowned
Chi-Yu,Flutter Mane,Indeedee-F,Koraidon,Lunala,Ogerpon-Cornerstone,Ho-Oh,Incineroar,Iron Treads,Raging Bolt,Rayquaza,Rillaboom,Indeedee-F,Lunala,Incineroar,Iron Treads
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Shadow,Clefairy,Incineroar,Koraidon,Regieleki,Venusaur,Annihilape,Dragonite,Calyrex-Shadow,Regieleki
Calyrex-Ice,Incineroar,Iron Treads,Miraidon,Ogerpon-Cornerstone,Urshifu-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Ice,Ogerpon-Cornerstone,Annihilape,Dragonite
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Gouging Fire,Incineroar,Indeedee-F,Koraidon,Lunala,Annihilape,Dragonite,Flutter Mane,Koraidon
Calyrex-Shadow,Incineroar,Rillaboom,Tornadus,Urshifu-*,Zamazenta-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Incineroar,Urshifu-Rapid-Strike,Annihilape,Dragonite
Calyrex-Ice,Flutter Mane,Incineroar,Kyogre,Landorus,Tornadus,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Kyogre,Tornadus,Annihilape,Dragonite
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Groudon,Iron Hands,Miraidon,Pachirisu,Roaring Moon,Annihilape,Dragonite,Groudon,Roaring Moon
Amoonguss,Basculegion,Calyrex-Ice,Iron Hands,Iron Jugulis,Kyogre,Calyrex-Shadow,Clefairy,Incineroar,Raging Bolt,Rillaboom,Urshifu-*,Calyrex-Ice,Kyogre,Calyrex-Shadow,Rillaboom
Calyrex-Ice,Incineroar,Miraidon,Sneasler,Urshifu-*,Whimsicott,Farigiraf,Iron Hands,Kyogre,Miraidon,Ogerpon-Hearthflame,Rillaboom,Miraidon,Whimsicott,Iron Hands,Miraidon
Kyogre,Raging Bolt,Rillaboom,Smeargle,Tornadus,Zamazenta-*,Calyrex-Ice,Illumise,Miraidon,Ogerpon,Ting-Lu,Volcarona,Kyogre,Rillaboom,Calyrex-Ice,Ogerpon
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Ho-Oh,Incineroar,Iron Treads,Koraidon,Raging Bolt,Annihilape,Dragonite,Flutter Mane,Ho-Oh
Amoonguss,Calyrex-Ice,Indeedee-F,Lunala,Torkoal,Urshifu-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Ice,Indeedee-F,Annihilape,Calyrex-Shadow
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Whimsicott,Zamazenta-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Chi-Yu,Whimsicott,Annihilape,Dragonite
Amoonguss,Calyrex-Shadow,Maushold,Roaring Moon,Weezing,Zamazenta-*,Amoonguss,Incineroar,Kyogre,Tornadus,Urshifu-*,Zamazenta-*,Roaring Moon,Zamazenta-Crowned,Kyogre,Tornadus
Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Ogerpon-Wellspring,Scream Tail,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Koraidon,Annihilape,Dragonite
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Amoonguss,Calyrex-Shadow,Maushold,Roaring Moon,Weezing,Zamazenta-*,Annihilape,Dragonite,Roaring Moon,Zamazenta-Crowned
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Shadow,Clefairy,Incineroar,Miraidon,Urshifu-*,Whimsicott,Annihilape,Dragonite,Calyrex-Shadow,Miraidon
Calyrex-Shadow,Chi-Yu,Incineroar,Indeedee-F,Koraidon,Tornadus,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Koraidon,Tornadus,Annihilape,Dragonite
Bisharp,Ceruledge,Dragonite,Eternatus,Koraidon,Ogerpon-Hearthflame,Calyrex-Ice,Grimmsnarl,Incineroar,Miraidon,Ursaluna,Urshifu-*,Bisharp,Dragonite,Grimmsnarl,Incineroar
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Grimmsnarl,Incineroar,Lugia,Miraidon,Rillaboom,Wo-Chien,Annihilape,Calyrex-Shadow,Grimmsnarl,Miraidon
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Annihilape,Calyrex-Shadow,Brute Bonnet,Lunala
Chien-Pao,Farigiraf,Kyogre,Miraidon,Tornadus,Urshifu-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Miraidon,Tornadus,Chien-Pao,Dragonite
Calyrex-Ice,Farigiraf,Iron Hands,Iron Treads,Miraidon,Scraggy,Chi-Yu,Iron Hands,Lunala,Miraidon,Urshifu-*,Whimsicott,Calyrex-Ice,Scraggy,Chi-Yu,Miraidon
Calyrex-Ice,Ho-Oh,Incineroar,Iron Hands,Ninetales-Alola,Urshifu-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Ice,Incineroar,Annihilape,Calyrex-Shadow
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Comfey,Fletchinder,Lugia,Rayquaza,Rillaboom,Vivillon,Annihilape,Dragonite,Fletchinder,Vivillon
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Grimmsnarl,Groudon,Miraidon,Urshifu-*,Volcarona,Annihilape,Dragonite,Grimmsnarl,Volcarona
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Shadow,Dialga,Incineroar,Indeedee-F,Urshifu-*,Whimsicott,Annihilape,Dragonite,Calyrex-Shadow,Urshifu
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Shadow,Enamorus-Therian,Koraidon,Regieleki,Talonflame,Ursaluna-Bloodmoon,Calyrex-Shadow,Dragonite,Koraidon,Talonflame
Calyrex-Shadow,Clefairy,Rayquaza,Smeargle,Tornadus,Urshifu-*,Calyrex-Ice,Chi-Yu,Flutter Mane,Koraidon,Ogerpon-Cornerstone,Raging Bolt,Calyrex-Shadow,Urshifu-Rapid-Strike,Calyrex-Ice,Flutter Mane
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Basculegion,Grimmsnarl,Incineroar,Kyogre,Rillaboom,Urshifu-*,Dragonite,Rillaboom,Grimmsnarl,Incineroar
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Amoonguss,Chien-Pao,Iron Bundle,Lunala,Rillaboom,Urshifu-*,Annihilape,Zamazenta-Crowned,Chien-Pao,Lunala
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Incineroar,Indeedee-F,Iron Crown,Kyurem-White,Urshifu-*,Zekrom,Chien-Pao,Dragonite,Indeedee-F,Iron Crown
Chi-Yu,Grimmsnarl,Incineroar,Iron Hands,Lunala,Necrozma-Dusk-Mane,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Lunala,Necrozma-Dusk-Mane,Annihilape,Dragonite
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Amoonguss,Calyrex-Ice,Indeedee-F,Lunala,Ursaluna,Urshifu-*,Annihilape,Zamazenta-Crowned,Calyrex-Ice,Indeedee-F
Incineroar,Kyogre,Meowscarada,Murkrow,Rillaboom,Zacian-*,Flutter Mane,Ho-Oh,Incineroar,Iron Treads,Koraidon,Raging Bolt,Kyogre,Meowscarada,Ho-Oh,Raging Bolt
Ceruledge,Iron Moth,Koraidon,Salazzle,Scrafty,Venusaur,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Koraidon,Scrafty,Annihilape,Dragonite
Chi-Yu,Iron Hands,Lunala,Miraidon,Urshifu-*,Whimsicott,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Chi-Yu,Miraidon,Calyrex-Shadow,Dragonite
Calyrex-Ice,Flutter Mane,Incineroar,Lunala,Rillaboom,Tornadus,Groudon,Incineroar,Iron Jugulis,Iron Moth,Miraidon,Rillaboom,Flutter Mane,Lunala,Iron Jugulis,Miraidon
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Ice,Flutter Mane,Incineroar,Lunala,Rillaboom,Tornadus,Chien-Pao,Rillaboom,Flutter Mane,Lunala
Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Calyrex-Ice,Flutter Mane,Incineroar,Lunala,Rillaboom,Tornadus,Chien-Pao,Rillaboom,Flutter Mane,Lunala
Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Rillaboom,Urshifu-*,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Koraidon,Chien-Pao,Rillaboom
Calyrex-Ice,Flutter Mane,Incineroar,Lunala,Rillaboom,Tornadus,Annihilape,Calyrex-Shadow,Chien-Pao,Dragonite,Rillaboom,Zamazenta-*,Flutter Mane,Tornadus,Annihilape,Zamazenta-Crowned
Brute Bonnet,Calyrex-Ice,Flutter Mane,Heatran,Incineroar,Koraidon,Brute Bonnet,Gliscor,Kommo-o,Koraidon,Raging Bolt,Ursaluna,Flutter Mane,Koraidon,Brute Bonnet,Gliscor
Calyrex-Shadow,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Zamazenta-*,Brute Bonnet,Calyrex-Shadow,Incineroar,Koraidon,Walking Wake,Weezing-Galar,Calyrex-Shadow,Zamazenta-Crowned,Calyrex-Shadow,Incineroar
Amoonguss,Azelf,Calyrex-Ice,Indeedee-F,Lunala,Oranguru,Calyrex-Ice,Farigiraf,Incineroar,Landorus,Miraidon,Urshifu-*,Azelf,Oranguru,Calyrex-Ice,Incineroar
Incineroar,Iron Treads,Miraidon,Sinistcha,Terapagos,Urshifu-*,Amoonguss,Calyrex-Shadow,Flutter Mane,Incineroar,Rillaboom,Urshifu-*,Miraidon,Terapagos,Calyrex-Shadow,Rillaboom
Farigiraf,Iron Valiant,Kyogre,Smeargle,Tornadus,Zacian-*,Chien-Pao,Farigiraf,Miraidon,Ogerpon-Hearthflame,Ursaluna-Bloodmoon,Zamazenta-*,Kyogre,Zacian-Crowned,Miraidon,Ogerpon-Hearthflame
Incineroar,Iron Treads,Miraidon,Sinistcha,Terapagos,Urshifu-*,Amoonguss,Flutter Mane,Incineroar,Koraidon,Lunala,Ursaluna,Miraidon,Terapagos,Amoonguss,Flutter Mane
Armarouge,Chi-Yu,Gouging Fire,Incineroar,Ogerpon-Hearthflame,Talonflame,Calyrex-Ice,Incineroar,Indeedee-F,Iron Hands,Kyogre,Totodile,Armarouge,Chi-Yu,Calyrex-Ice,Indeedee-F
Brute Bonnet,Calyrex-Ice,Flutter Mane,Incineroar,Koraidon,Ursaluna,Calyrex-Shadow,Chi-Yu,Iron Hands,Smeargle,Terapagos,Whimsicott,Flutter Mane,Koraidon,Calyrex-Shadow,Chi-Yu
Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Volcarona,Calyrex-Shadow,Chi-Yu,Incineroar,Koraidon,Walking Wake,Weezing-Galar,Incineroar,Lunala,Chi-Yu,Koraidon
Annihilape,Kyurem-White,Miraidon,Ninetales-Alola,Oricorio-Sensu,Volcarona,Calyrex-Shadow,Incineroar,Raging Bolt,Rillaboom,Smeargle,Zamazenta-*,Oricorio-Sensu,Volcarona,Raging Bolt,Rillaboom
Annihilape,Kyurem-White,Miraidon,Ninetales-Alola,Oricorio-Sensu,Volcarona,Calyrex-Shadow,Incineroar,Kyurem-White,Ogerpon-Wellspring,Regieleki,Scizor,Oricorio-Sensu,Volcarona,Regieleki,Scizor
Calyrex-Shadow,Farigiraf,Incineroar,Miraidon,Urshifu-*,Whimsicott,Calyrex-Shadow,Chien-Pao,Farigiraf,Incineroar,Raging Bolt,Zacian-*,Farigiraf,Miraidon,Chien-Pao,Incineroar
Brute Bonnet,Chi-Yu,Flutter Mane,Koraidon,Lunala,Ursaluna,Amoonguss,Calyrex-Shadow,Flutter Mane,Incineroar,Koraidon,Tornadus,Flutter Mane,Lunala,Koraidon,Tornadus
Calyrex-Shadow,Incineroar,Smeargle,Urshifu-*,Whimsicott,Zacian-*,Chi-Yu,Flutter Mane,Iron Treads,Koraidon,Kyogre,Ludicolo,Calyrex-Shadow,Smeargle,Chi-Yu,Koraidon
Annihilape,Kyurem-White,Miraidon,Ninetales-Alola,Oricorio-Sensu,Volcarona,Incineroar,Iron Treads,Miraidon,Sinistcha,Terapagos,Urshifu-*,Oricorio-Sensu,Volcarona,Incineroar,Terapagos
Calyrex-Shadow,Chien-Pao,Overqwil,Rillaboom,Terapagos,Urshifu-*,Annihilape,Kyurem-White,Miraidon,Ninetales-Alola,Oricorio-Sensu,Volcarona,Overqwil,Terapagos,Oricorio-Sensu,Volcarona
Annihilape,Kyurem-White,Miraidon,Ninetales-Alola,Oricorio-Sensu,Volcarona,Flutter Mane,Groudon,Kyogre,Raging Bolt,Slither Wing,Wo-Chien,Miraidon,Ninetales-Alola,Flutter Mane,Slither Wing
Calyrex-Ice,Gloom,Incineroar,Kyogre,Rillaboom,Ting-Lu,Flutter Mane,Indeedee-F,Koraidon,Lunala,Ursaluna,Volcarona,Calyrex-Ice,Rillaboom,Indeedee-F,Lunala
Groudon,Incineroar,Iron Jugulis,Iron Moth,Miraidon,Rillaboom,Grimmsnarl,Incineroar,Lunala,Miraidon,Ursaluna,Urshifu-*,Iron Jugulis,Miraidon,Lunala,Ursaluna
