j1_1,j1_2,j1_3,j1_4,j1_5,j1_6,j2_1,j2_2,j2_3,j2_4,j2_5,j2_6,j1_l1,j1_l2,j2_l1,j2_l2
Fezandipiti,Flutter Mane,Glimmora,Iron Crown,Talonflame,Urshifu-*,Exeggutor,Indeedee,Ogerpon-Cornerstone,Torkoal,Volcarona,Walking Wake,Iron Crown,Talonflame,Indeedee,Ogerpon-Cornerstone
Amoonguss,Flutter Mane,Incineroar,Raging Bolt,Tornadus,Urshifu-*,Chien-Pao,Flutter Mane,Incineroar,Iron Hands,Maushold-Four,Rillaboom,Raging Bolt,Urshifu-Rapid-Strike,Iron Hands,Rillaboom
Flutter Mane,Incineroar,Ogerpon-Hearthflame,Palafin,Raging Bolt,Rillaboom,Chien-Pao,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Urshifu-*,Flutter Mane,Incineroar,Incineroar,Raging Bolt
Farigiraf,Glimmora,Pelipper,Polteageist,Thundurus,Urshifu-*,Articuno-Galar,Azumarill,Gouging Fire,Kingambit,Landorus,Serperior,Polteageist,Thundurus,Azumarill,Gouging Fire
Farigiraf,Glimmora,Pelipper,Polteageist,Thundurus,Urshifu-*,Articuno-Galar,Azumarill,Gouging Fire,Kingambit,Landorus,Serperior,Thundurus,Urshifu-Rapid-Strike,Landorus,Serperior
Flutter Mane,Lucario,Regieleki,Tornadus,Ursaluna,Urshifu-*,Amoonguss,Flutter Mane,Gothitelle,Incineroar,Scream Tail,Urshifu-*,Lucario,Tornadus,Incineroar,Urshifu-Rapid-Strike
Comfey,Flutter Mane,Heatran,Iron Leaves,Raging Bolt,Thundurus,Amoonguss,Flutter Mane,Gothitelle,Incineroar,Scream Tail,Urshifu-*,Flutter Mane,Heatran,Flutter Mane,Urshifu-Rapid-Strike
Charjabug,Eelektross,Lanturn,Pincurchin,Raging Bolt,Regieleki,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Eelektross,Regieleki,Articuno,Ninetales-Alola
Farigiraf,Glimmora,Pelipper,Polteageist,Thundurus,Urshifu-*,Articuno-Galar,Azumarill,Gouging Fire,Kingambit,Landorus,Serperior,Glimmora,Thundurus,Kingambit,Serperior
Amoonguss,Clefairy,Incineroar,Indeedee-F,Registeel,Snorlax,Amoonguss,Flutter Mane,Gothitelle,Incineroar,Scream Tail,Urshifu-*,Indeedee-F,Snorlax,Incineroar,Scream Tail
Farigiraf,Glimmora,Pelipper,Polteageist,Thundurus,Urshifu-*,Articuno-Galar,Azumarill,Gouging Fire,Kingambit,Landorus,Serperior,Polteageist,Thundurus,Gouging Fire,Serperior
Bronzong,Chimecho,Dudunsparce-*,Salazzle,Ursaluna,Zoroark-Hisui,Archaludon,Chi-Yu,Dachsbun,Dudunsparce-*,Tentacruel,Vikavolt,Bronzong,Ursaluna,Tentacruel,Vikavolt
Bronzong,Chimecho,Dudunsparce-*,Salazzle,Ursaluna,Zoroark-Hisui,Articuno,Baxcalibur,Cetitan,Frosmoth,Ninetales-Alola,Regice,Dudunsparce-Three-Segment,Salazzle,Frosmoth,Ninetales-Alola
Charjabug,Eelektross,Lanturn,Pincurchin,Raging Bolt,Regieleki,Araquanid,Archaludon,Incineroar,Pelipper,Vaporeon,Zapdos,Lanturn,Regieleki,Araquanid,Pelipper
Bronzong,Chimecho,Dudunsparce-*,Salazzle,Ursaluna,Zoroark-Hisui,Armarouge,Gholdengo,Lapras,Ursaluna,Whimsicott,Zapdos,Salazzle,Ursaluna,Armarouge,Lapras
Amoonguss,Corviknight,Garchomp,Gholdengo,Gyarados,Tyranitar,Amoonguss,Araquanid,Incineroar,Porygon2,Raging Bolt,Ursaluna-Bloodmoon,Amoonguss,Gholdengo,Incineroar,Ursaluna-Bloodmoon
Amoonguss,Flutter Mane,Gothitelle,Incineroar,Scream Tail,Urshifu-*,Annihilape,Flutter Mane,Incineroar,Rillaboom,Sableye,Volcarona,Flutter Mane,Gothitelle,Sableye,Volcarona
Ambipom,Bellibolt,Golem-Alola,Kilowattrel,Thundurus-Therian,Torterra,Amoonguss,Espathra,Gholdengo,Gouging Fire,Grimmsnarl,Tyranitar,Ambipom,Torterra,Amoonguss,Gholdengo
Amoonguss,Flutter Mane,Gothitelle,Incineroar,Scream Tail,Urshifu-*,Cinderace,Farigiraf,Flutter Mane,Raging Bolt,Rillaboom,Torkoal,Incineroar,Urshifu-Rapid-Strike,Farigiraf,Torkoal
Enamorus-Therian,Hatterene,Indeedee,Smeargle,Torkoal,Urshifu-*,Frosmoth,Goodra-Hisui,Grimmsnarl,Ninetales-Alola,Sinistcha,Wo-Chien,Smeargle,Torkoal,Frosmoth,Grimmsnarl
Armarouge,Flutter Mane,Indeedee-F,Lilligant-Hisui,Torkoal,Ursaluna,Amoonguss,Empoleon,Flutter Mane,Landorus,Ogerpon-Hearthflame,Roaring Moon,Flutter Mane,Torkoal,Empoleon,Landorus
Amoonguss,Farigiraf,Incineroar,Milotic,Rhydon,Ursaluna-Bloodmoon,Amoonguss,Araquanid,Incineroar,Porygon2,Raging Bolt,Ursaluna-Bloodmoon,Incineroar,Milotic,Incineroar,Ursaluna-Bloodmoon
Amoonguss,Chien-Pao,Dragapult,Entei,Farigiraf,Urshifu-*,Flutter Mane,Hatterene,Indeedee-F,Oranguru,Torkoal,Ursaluna,Amoonguss,Entei,Flutter Mane,Indeedee-F
Dusclops,Enamorus-Therian,Incineroar,Iron Boulder,Rhyperior,Sinistcha,Articuno,Baxcalibur,Cetitan,Frosmoth,Ninetales-Alola,Regice,Incineroar,Iron Boulder,Articuno,Ninetales-Alola
Frosmoth,Goodra-Hisui,Grimmsnarl,Ninetales-Alola,Sinistcha,Wo-Chien,Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Frosmoth,Grimmsnarl,Farigiraf,Smeargle
Chien-Pao,Kommo-o,Milotic,Ogerpon-Wellspring,Rillaboom,Sneasler,Flutter Mane,Indeedee-F,Iron Crown,Ogerpon-Hearthflame,Tornadus,Urshifu-*,Kommo-o,Milotic,Tornadus,Urshifu-Rapid-Strike
Bronzong,Dragonite,Incineroar,Mamoswine,Raging Bolt,Sinistcha-Masterpiece,Dragapult,Hitmontop,Iron Moth,Ogerpon-Wellspring,Pincurchin,Porygon2,Incineroar,Raging Bolt,Dragapult,Ogerpon-Wellspring
Amoonguss,Farigiraf,Incineroar,Milotic,Rhydon,Ursaluna-Bloodmoon,Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Farigiraf,Rhydon,Farigiraf,Smeargle
Bronzong,Dragonite,Incineroar,Mamoswine,Raging Bolt,Sinistcha-Masterpiece,Dragapult,Hitmontop,Iron Moth,Ogerpon-Wellspring,Pincurchin,Porygon2,Incineroar,Raging Bolt,Dragapult,Ogerpon-Wellspring
Flutter Mane,Gothitelle,Incineroar,Ogerpon-Wellspring,Scream Tail,Ursaluna-Bloodmoon,Chi-Yu,Farigiraf,Flutter Mane,Raging Bolt,Rillaboom,Tornadus,Incineroar,Scream Tail,Chi-Yu,Flutter Mane
Electabuzz,Flutter Mane,Iron Boulder,Primarina,Shiftry,Zapdos-Galar,Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Flutter Mane,Iron Boulder,Farigiraf,Smeargle
Flutter Mane,Indeedee-F,Iron Crown,Ogerpon-Hearthflame,Tornadus,Urshifu-*,Ceruledge,Flutter Mane,Ogerpon-Wellspring,Okidogi,Roaring Moon,Tornadus,Iron Crown,Urshifu-Rapid-Strike,Ceruledge,Tornadus
Dragalge,Farigiraf,Kingambit,Ogerpon-Hearthflame,Ursaluna-Bloodmoon,Urshifu-*,Enamorus-Therian,Flutter Mane,Hatterene,Indeedee-F,Mienshao,Torkoal,Ogerpon-Hearthflame,Urshifu-Rapid-Strike,Flutter Mane,Torkoal
Archaludon,Iron Leaves,Kingdra,Landorus-Therian,Pelipper,Thundurus,Farigiraf,Hatterene,Iron Hands,Kingambit,Malamar,Torterra,Kingdra,Landorus-Therian,Farigiraf,Iron Hands
Exeggutor,Indeedee-F,Iron Crown,Landorus,Ninetales,Yanmega,Farigiraf,Incineroar,Iron Bundle,Ogerpon-Wellspring,Raging Bolt,Regieleki,Iron Crown,Yanmega,Raging Bolt,Regieleki
Exeggutor,Indeedee-F,Iron Crown,Landorus,Ninetales,Yanmega,Archaludon,Iron Leaves,Kingdra,Landorus-Therian,Pelipper,Thundurus,Exeggutor,Indeedee-F,Iron Leaves,Thundurus
Exeggutor,Indeedee-F,Iron Crown,Landorus,Ninetales,Yanmega,Archaludon,Iron Leaves,Kingdra,Landorus-Therian,Pelipper,Thundurus,Exeggutor,Indeedee-F,Iron Leaves,Thundurus
Electabuzz,Flutter Mane,Iron Boulder,Primarina,Shiftry,Zapdos-Galar,Farigiraf,Hatterene,Iron Hands,Kingambit,Malamar,Torterra,Shiftry,Zapdos-Galar,Farigiraf,Iron Hands
Cresselia,Gothitelle,Incineroar,Landorus-Therian,Ogerpon-Wellspring,Scream Tail,Armarouge,Flutter Mane,Indeedee,Ogerpon-Wellspring,Sneasler,Whimsicott,Landorus-Therian,Scream Tail,Flutter Mane,Indeedee
Farigiraf,Hatterene,Iron Hands,Kingambit,Malamar,Torterra,Archaludon,Iron Leaves,Kingdra,Landorus-Therian,Pelipper,Thundurus,Farigiraf,Iron Hands,Iron Leaves,Thundurus
Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Chien-Pao,Kommo-o,Milotic,Ogerpon-Wellspring,Rillaboom,Sneasler,Indeedee-F,Smeargle,Kommo-o,Ogerpon-Wellspring
Archaludon,Duraludon,Goodra-Hisui,Incineroar,Milotic,Whimsicott,Chi-Yu,Gholdengo,Ninetales,Plusle,Rillaboom,Toxtricity-Low-Key,Goodra-Hisui,Whimsicott,Plusle,Toxtricity-Low-Key
Exeggutor,Indeedee-F,Iron Crown,Landorus,Ninetales,Yanmega,Armarouge,Flutter Mane,Indeedee,Ogerpon-Wellspring,Sneasler,Whimsicott,Iron Crown,Yanmega,Armarouge,Whimsicott
Chien-Pao,Incineroar,Landorus,Raging Bolt,Rillaboom,Urshifu-*,Chi-Yu,Flutter Mane,Glimmora,Ogerpon-Wellspring,Tornadus,Urshifu-*,Raging Bolt,Rillaboom,Chi-Yu,Tornadus
Chien-Pao,Clefairy,Dragapult,Iron Hands,Rillaboom,Sinistcha,Annihilape,Archaludon,Politoed,Regieleki,Snorlax,Tsareena,Clefairy,Iron Hands,Annihilape,Regieleki
Farigiraf,Hatterene,Iron Hands,Kingambit,Malamar,Torterra,Dondozo,Flutter Mane,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Urshifu-*,Farigiraf,Iron Hands,Dondozo,Ogerpon-Hearthflame
Indeedee-F,Iron Crown,Ogerpon-Hearthflame,Regidrago,Sneasler,Whimsicott,Amoonguss,Cloyster,Farigiraf,Ogerpon-Hearthflame,Scizor,Tinkaton,Iron Crown,Whimsicott,Cloyster,Tinkaton
Armarouge,Flutter Mane,Indeedee,Ogerpon-Wellspring,Sneasler,Whimsicott,Farigiraf,Hatterene,Iron Hands,Kingambit,Malamar,Torterra,Ogerpon-Wellspring,Sneasler,Farigiraf,Kingambit
Armarouge,Flutter Mane,Indeedee,Ogerpon-Wellspring,Sneasler,Whimsicott,Entei,Flutter Mane,Regidrago,Rillaboom,Tornadus,Urshifu-*,Indeedee,Ogerpon-Wellspring,Regidrago,Tornadus
Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Cresselia,Iron Hands,Landorus,Mamoswine,Volcarona,Weezing-Galar,Indeedee-F,Smeargle,Landorus,Volcarona
Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Exeggutor,Indeedee-F,Iron Crown,Landorus,Ninetales,Yanmega,Arcanine-Hisui,Landorus,Iron Crown,Yanmega
Amoonguss,Flutter Mane,Incineroar,Landorus,Tornadus,Urshifu-*,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Urshifu-*,Incineroar,Landorus,Ogerpon-Hearthflame,Raging Bolt
Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Archaludon,Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Tornadus,Farigiraf,Smeargle,Incineroar,Landorus
Arcanine-Hisui,Corviknight,Meowscarada,Primarina,Regidrago,Sneasler,Cresselia,Gouging Fire,Indeedee-F,Iron Crown,Iron Hands,Torkoal,Arcanine-Hisui,Meowscarada,Indeedee-F,Iron Hands
Annihilape,Archaludon,Politoed,Regieleki,Snorlax,Tsareena,Entei,Flutter Mane,Regidrago,Rillaboom,Tornadus,Urshifu-*,Annihilape,Regieleki,Regidrago,Tornadus
Dondozo,Flutter Mane,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Urshifu-*,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Dondozo,Ogerpon-Hearthflame,Arcanine-Hisui,Ninetales-Alola
Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Cresselia,Gouging Fire,Indeedee-F,Iron Crown,Iron Hands,Torkoal,Arcanine-Hisui,Raging Bolt,Indeedee-F,Iron Hands
Armarouge,Flutter Mane,Indeedee,Ogerpon-Wellspring,Sneasler,Whimsicott,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Armarouge,Sneasler,Landorus,Ninetales-Alola
Armarouge,Flutter Mane,Indeedee,Ogerpon-Wellspring,Sneasler,Whimsicott,Archaludon,Baxcalibur,Incineroar,Landorus,Ogerpon,Politoed,Sneasler,Whimsicott,Landorus,Politoed
Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Cresselia,Gouging Fire,Indeedee-F,Iron Crown,Iron Hands,Torkoal,Landorus,Ogerpon-Wellspring,Indeedee-F,Iron Crown
Amoonguss,Flutter Mane,Incineroar,Landorus,Tornadus,Urshifu-*,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Incineroar,Urshifu-Rapid-Strike,Ninetales-Alola,Raging Bolt
Farigiraf,Iron Hands,Ogerpon-Hearthflame,Tornadus,Ursaluna-Bloodmoon,Urshifu-*,Farigiraf,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Torkoal,Urshifu-*,Farigiraf,Iron Hands,Farigiraf,Ogerpon-Hearthflame
Gholdengo,Iron Valiant,Landorus,Ogerpon-Hearthflame,Sableye,Urshifu-*,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Iron Valiant,Sableye,Arcanine-Hisui,Ninetales-Alola
Dewgong,Farigiraf,Gholdengo,Incineroar,Raging Bolt,Rillaboom,Farigiraf,Hatterene,Iron Hands,Kingambit,Malamar,Torterra,Incineroar,Rillaboom,Farigiraf,Kingambit
Farigiraf,Gallade,Incineroar,Lilligant-Hisui,Primarina,Torkoal,Farigiraf,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Torkoal,Urshifu-*,Farigiraf,Incineroar,Incineroar,Ogerpon-Hearthflame
Entei,Okidogi,Primarina,Rillaboom,Sinistcha,Thundurus,Archaludon,Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Tornadus,Entei,Thundurus,Ogerpon-Wellspring,Tornadus
Archaludon,Flutter Mane,Iron Hands,Raging Bolt,Tornadus,Ursaluna-Bloodmoon,Abomasnow,Baxcalibur,Flutter Mane,Landorus-Therian,Mamoswine,Ogerpon-Wellspring,Flutter Mane,Tornadus,Abomasnow,Mamoswine
Amoonguss,Incineroar,Landorus,Raging Bolt,Tornadus,Urshifu-*,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Incineroar,Tornadus,Arcanine-Hisui,Articuno
Entei,Okidogi,Primarina,Rillaboom,Sinistcha,Thundurus,Annihilape,Araquanid,Dudunsparce-*,Heatran,Maushold-Four,Wo-Chien,Entei,Thundurus,Dudunsparce,Maushold-Four
Amoonguss,Chien-Pao,Dondozo,Dragonite,Glimmora,Tatsugiri,Chien-Pao,Dragonite,Flutter Mane,Glimmora,Luxray,Ogerpon-Wellspring,Dondozo,Tatsugiri,Glimmora,Luxray
Entei,Okidogi,Primarina,Rillaboom,Sinistcha,Thundurus,Annihilape,Flutter Mane,Incineroar,Rillaboom,Sableye,Volcarona,Primarina,Thundurus,Sableye,Volcarona
Dewgong,Farigiraf,Gholdengo,Incineroar,Raging Bolt,Rillaboom,Annihilape,Araquanid,Dudunsparce-*,Heatran,Maushold-Four,Wo-Chien,Dewgong,Farigiraf,Dudunsparce,Maushold-Four
Chien-Pao,Flutter Mane,Gouging Fire,Incineroar,Ogerpon-Wellspring,Raging Bolt,Amoonguss,Flutter Mane,Incineroar,Raging Bolt,Roaring Moon,Urshifu-*,Flutter Mane,Gouging Fire,Incineroar,Roaring Moon
Garchomp,Greninja-*,Indeedee-F,Metagross,Reuniclus,Talonflame,Clefairy,Flutter Mane,Muk-Alola,Scovillain,Torkoal,Walking Wake,Indeedee-F,Reuniclus,Muk-Alola,Scovillain
Gholdengo,Incineroar,Ogerpon-Wellspring,Raging Bolt,Tornadus,Urshifu-*,Archaludon,Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Tornadus,Ogerpon-Wellspring,Raging Bolt,Archaludon,Tornadus
Chien-Pao,Dragonite,Flutter Mane,Glimmora,Luxray,Ogerpon-Wellspring,Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Chien-Pao,Dragonite,Farigiraf,Smeargle
Archaludon,Incineroar,Landorus,Pelipper,Sinistcha,Urshifu-*,Farigiraf,Hatterene,Indeedee-F,Smeargle,Torkoal,Urshifu-*,Landorus,Urshifu-Rapid-Strike,Indeedee-F,Smeargle
Garchomp,Greninja-*,Indeedee-F,Metagross,Reuniclus,Talonflame,Farigiraf,Iron Hands,Ogerpon-Hearthflame,Tornadus,Ursaluna-Bloodmoon,Urshifu-*,Indeedee-F,Reuniclus,Iron Hands,Ursaluna-Bloodmoon
Chien-Pao,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Rillaboom,Urshifu-*,Archaludon,Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Tornadus,Ogerpon-Hearthflame,Rillaboom,Archaludon,Tornadus
Chien-Pao,Dragonite,Entei,Flutter Mane,Landorus,Ogerpon-Wellspring,Clefable,Ditto,Dragonite,Ninetales,Snorlax,Venusaur,Dragonite,Flutter Mane,Dragonite,Ninetales
Flutter Mane,Incineroar,Landorus,Raging Bolt,Rillaboom,Urshifu-*,Farigiraf,Flutter Mane,Incineroar,Regidrago,Tornadus,Urshifu-*,Incineroar,Raging Bolt,Regidrago,Tornadus
Flutter Mane,Incineroar,Inteleon,Lucario,Raging Bolt,Tornadus,Amoonguss,Articuno,Landorus,Ninetales-Alola,Ogerpon-Hearthflame,Salazzle,Incineroar,Tornadus,Ninetales-Alola,Salazzle
Archaludon,Comfey,Glastrier,Moltres-Galar,Ogerpon-Wellspring,Sableye,Arcanine-Hisui,Gholdengo,Raging Bolt,Roaring Moon,Urshifu-*,Weezing-Galar,Archaludon,Sableye,Roaring Moon,Weezing-Galar
Articuno,Chandelure,Greedent,Landorus,Ninetales-Alola,Sneasler,Archaludon,Incineroar,Landorus,Pelipper,Sinistcha,Urshifu-*,Landorus,Sneasler,Pelipper,Urshifu-Rapid-Strike
Alcremie,Dragalge,Hatterene,Indeedee-F,Ogerpon-Wellspring,Ribombee,Flutter Mane,Frosmoth,Incineroar,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Indeedee-F,Ogerpon-Wellspring,Frosmoth,Incineroar
Gholdengo,Incineroar,Ogerpon-Hearthflame,Raging Bolt,Tornadus,Urshifu-*,Amoonguss,Chien-Pao,Farigiraf,Flutter Mane,Incineroar,Urshifu-*,Gholdengo,Incineroar,Chien-Pao,Incineroar
Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Regieleki,Tornadus,Iron Valiant,Landorus,Ogerpon-Hearthflame,Revavroom,Sableye,Urshifu-*,Ogerpon-Wellspring,Tornadus,Iron Valiant,Sableye
Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Regieleki,Tornadus,Iron Valiant,Landorus,Ogerpon-Hearthflame,Revavroom,Sableye,Urshifu-*,Ogerpon-Wellspring,Tornadus,Iron Valiant,Sableye
Armarouge,Garchomp,Indeedee-F,Iron Hands,Murkrow,Torkoal,Arcanine-Hisui,Gholdengo,Raging Bolt,Roaring Moon,Urshifu-*,Weezing-Galar,Garchomp,Murkrow,Roaring Moon,Weezing-Galar
Cresselia,Incineroar,Raging Bolt,Skeledirge,Ursaluna,Volcarona,Gholdengo,Incineroar,Ogerpon-Wellspring,Raging Bolt,Tornadus,Urshifu-*,Cresselia,Skeledirge,Incineroar,Ogerpon-Wellspring
Iron Valiant,Kleavor,Landorus,Ogerpon-Hearthflame,Revavroom,Sableye,Farigiraf,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Rillaboom,Urshifu-*,Kleavor,Sableye,Flutter Mane,Urshifu-Rapid-Strike
Chansey,Chien-Pao,Cresselia,Flutter Mane,Incineroar,Registeel,Annihilape,Farigiraf,Torkoal,Venusaur,Walking Wake,Weezing-Galar,Chansey,Cresselia,Annihilape,Weezing-Galar
Farigiraf,Iron Hands,Ogerpon-Hearthflame,Tornadus,Ursaluna-Bloodmoon,Urshifu-*,Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Regieleki,Tornadus,Farigiraf,Iron Hands,Flutter Mane,Incineroar
Flutter Mane,Incineroar,Landorus,Ogerpon-Wellspring,Regieleki,Tornadus,Chien-Pao,Incineroar,Landorus,Raging Bolt,Rillaboom,Urshifu-*,Incineroar,Landorus,Incineroar,Raging Bolt
Farigiraf,Iron Hands,Ogerpon-Hearthflame,Tornadus,Ursaluna-Bloodmoon,Urshifu-*,Armarouge,Gallade,Indeedee-F,Ogerpon-Cornerstone,Torkoal,Ursaluna,Ursaluna-Bloodmoon,Urshifu,Armarouge,Indeedee-F
Gholdengo,Incineroar,Ogerpon-Wellspring,Raging Bolt,Tornadus,Urshifu-*,Chien-Pao,Dondozo,Dragonite,Glimmora,Ogerpon,Tatsugiri,Incineroar,Urshifu,Chien-Pao,Dragonite
Annihilape,Flutter Mane,Incineroar,Rillaboom,Sableye,Volcarona,Iron Valiant,Landorus,Ogerpon-Hearthflame,Revavroom,Sableye,Urshifu-*,Annihilape,Sableye,Iron Valiant,Urshifu-Rapid-Strike
Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Cresselia,Flutter Mane,Incineroar,Torkoal,Ursaluna,Walking Wake,Landorus,Ogerpon-Wellspring,Cresselia,Flutter Mane
Gastrodon,Heatran,Iron Hands,Landorus-Therian,Ninetales-Alola,Roaring Moon,Flutter Mane,Gholdengo,Landorus-Therian,Ogerpon-Wellspring,Tornadus,Urshifu-*,Heatran,Ninetales-Alola,Landorus-Therian,Tornadus
Chien-Pao,Flutter Mane,Gouging Fire,Kingambit,Ogerpon-Wellspring,Rillaboom,Clefairy,Frosmoth,Goodra,Milotic,Sinistcha,Tinkaton,Chien-Pao,Rillaboom,Sinistcha,Tinkaton
Annihilape,Farigiraf,Torkoal,Venusaur,Walking Wake,Weezing-Galar,Arcanine,Flutter Mane,Garganacl,Gastrodon,Roaring Moon,Torkoal,Venusaur,Walking Wake,Gastrodon,Roaring Moon
Chien-Pao,Flutter Mane,Gouging Fire,Landorus-Therian,Metagross,Ogerpon-Wellspring,Chien-Pao,Incineroar,Landorus,Raging Bolt,Rillaboom,Urshifu-*,Metagross,Ogerpon-Wellspring,Rillaboom,Urshifu-Rapid-Strike
Chesnaught,Chien-Pao,Incineroar,Raging Bolt,Rillaboom,Urshifu-*,Chi-Yu,Chien-Pao,Dondozo,Dragonite,Flutter Mane,Tatsugiri,Chesnaught,Incineroar,Chien-Pao,Dragonite
Iron Valiant,Landorus,Ogerpon-Wellspring,Revavroom,Sableye,Volcarona,Empoleon,Kingambit,Landorus-Therian,Salamence,Skeledirge,Venusaur,Iron Valiant,Sableye,Empoleon,Salamence
Chien-Pao,Incineroar,Landorus,Raging Bolt,Rillaboom,Urshifu-*,Abomasnow,Gallade,Garchomp,Heatran,Staraptor,Toxicroak,Chien-Pao,Landorus,Abomasnow,Garchomp
Incineroar,Landorus,Ninetales-Alola,Ogerpon,Raging Bolt,Regice,Farigiraf,Flutter Mane,Iron Hands,Torkoal,Venusaur,Walking Wake,Landorus,Regice,Torkoal,Walking Wake
Alcremie,Dragalge,Hatterene,Indeedee-F,Ogerpon-Wellspring,Ribombee,Amoonguss,Archaludon,Baxcalibur,Flutter Mane,Pelipper,Urshifu-*,Indeedee-F,Ogerpon-Wellspring,Amoonguss,Flutter Mane
Arcanine-Hisui,Flutter Mane,Ogerpon-Wellspring,Shiftry,Smeargle,Zapdos-Galar,Archaludon,Incineroar,Landorus,Pelipper,Sinistcha-Masterpiece,Urshifu-*,Shiftry,Zapdos-Galar,Sinistcha-Masterpiece,Urshifu-Rapid-Strike
Armarouge,Decidueye-Hisui,Hatterene,Indeedee-F,Torkoal,Walking Wake,Farigiraf,Iron Hands,Ogerpon-Hearthflame,Tornadus,Ursaluna-Bloodmoon,Urshifu-*,Hatterene,Indeedee-F,Ogerpon-Hearthflame,Ursaluna-Bloodmoon
Amoonguss,Archaludon,Baxcalibur,Flutter Mane,Pelipper,Urshifu-*,Indeedee-F,Iron Crown,Ogerpon-Hearthflame,Regidrago,Tornadus,Urshifu-*,Amoonguss,Flutter Mane,Regidrago,Tornadus
Metagross,Overqwil,Primarina,Raging Bolt,Talonflame,Umbreon,Archaludon,Comfey,Glastrier,Moltres-Galar,Ogerpon-Wellspring,Sableye,Primarina,Talonflame,Glastrier,Sableye
Chien-Pao,Dragonite,Flutter Mane,Glimmora,Luxray,Ogerpon-Wellspring,Flutter Mane,Indeedee-F,Iron Crown,Ogerpon-Hearthflame,Tornadus,Urshifu-*,Chien-Pao,Dragonite,Indeedee-F,Iron Crown
Flutter Mane,Incineroar,Landorus,Raging Bolt,Rillaboom,Urshifu-*,Articuno,Entei,Flutter Mane,Ninetales-Alola,Raging Bolt,Urshifu-*,Flutter Mane,Incineroar,Articuno,Ninetales-Alola
Cresselia,Flutter Mane,Incineroar,Torkoal,Ursaluna,Walking Wake,Cetitan,Frosmoth,Glastrier,Iron Bundle,Ninetales-Alola,Weavile,Cresselia,Flutter Mane,Frosmoth,Weavile
Farigiraf,Flutter Mane,Incineroar,Ogerpon-Hearthflame,Torkoal,Urshifu-*,Amoonguss,Archaludon,Baxcalibur,Flutter Mane,Pelipper,Urshifu-*,Incineroar,Ogerpon-Hearthflame,Amoonguss,Urshifu-Rapid-Strike
Farigiraf,Flutter Mane,Incineroar,Iron Hands,Ogerpon-Wellspring,Tornadus,Arcanine-Hisui,Articuno,Landorus,Ninetales-Alola,Ogerpon-Wellspring,Raging Bolt,Farigiraf,Incineroar,Arcanine-Hisui,Ninetales-Alola
Arcanine-Hisui,Flutter Mane,Ogerpon-Wellspring,Shiftry,Smeargle,Zapdos-Galar,Chien-Pao,Dragonite,Flutter Mane,Glimmora,Luxray,Ogerpon-Wellspring,Shiftry,Zapdos-Galar,Flutter Mane,Glimmora
